gene.name	A549_0_1	A549_0_2	A549_0_3	A549_25_1	A549_25_2	A549_25_3	
ENSG00000274642.1	0	0	0	0	0	0
ENSG00000277313.1	0	0	0	0	0	0
ENSG00000223804.5	23	23	23	24	29	21
ENSG00000273727.1	0	2	0	0	0	0
ENSG00000270392.2	1	0	0	0	0	0
ENSG00000270231.3	358	355	421	416	421	398
ENSG00000275131.3	52	50	58	50	51	49
ENSG00000273694.1	0	0	0	0	0	0
ENSG00000275933.1	0	0	0	0	0	0
ENSG00000273136.6	235	233	271	319	348	290
ENSG00000275538.1	0	0	0	0	0	0
ENSG00000263353.3	0	1	2	1	0	0
ENSG00000281741.2	0	0	0	0	1	0
ENSG00000226067.6	11	10	19	12	14	20
ENSG00000277610.1	2	2	1	1	4	0
ENSG00000285215.2	1	0	1	0	0	0
ENSG00000275585.2	0	0	0	0	0	0
ENSG00000273516.1	0	0	0	0	0	0
ENSG00000275296.1	0	0	0	0	0	0
ENSG00000198019.12	0	0	0	0	0	0
ENSG00000234998.1	0	0	0	0	0	0
ENSG00000233029.3	0	0	0	0	0	1
ENSG00000223345.3	0	0	2	2	0	0
ENSG00000227193.2	0	0	0	0	0	0
ENSG00000213244.3	0	0	0	0	0	0
ENSG00000268993.1	0	0	0	0	0	0
ENSG00000188610.12	370	381	440	457	418	400
ENSG00000171943.11	357	345	372	385	428	327
ENSG00000275129.1	0	0	0	0	0	0
ENSG00000230806.1	0	0	0	0	0	0
ENSG00000227082.2	2	4	3	3	3	5
ENSG00000228826.2	1	0	1	2	1	1
ENSG00000233432.2	1	0	0	1	0	0
ENSG00000272583.1	14	14	10	25	17	10
ENSG00000231752.6	32	39	41	47	36	29
ENSG00000224857.1	0	0	0	0	0	0
ENSG00000276118.1	0	0	0	0	0	0
ENSG00000277095.1	0	1	0	0	0	0
ENSG00000277702.1	14	9	17	13	2	6
ENSG00000252830.2	0	0	0	0	0	0
ENSG00000264145.2	0	0	0	0	0	0
ENSG00000274927.1	0	0	0	0	0	0
ENSG00000242943.1	0	0	0	0	0	0
ENSG00000223495.2	0	0	0	0	0	0
ENSG00000235887.2	0	0	0	0	0	0
ENSG00000203825.4	0	0	0	0	0	0
ENSG00000179571.10	3	1	1	2	3	1
ENSG00000226028.2	0	0	0	0	0	0
ENSG00000202167.1	0	0	0	0	0	0
ENSG00000207349.1	0	0	0	0	0	0
ENSG00000252826.1	0	0	0	0	1	0
ENSG00000206737.1	0	0	0	0	1	0
ENSG00000232721.2	37	15	27	23	26	16
ENSG00000223779.6	0	0	0	0	0	0
ENSG00000242352.2	1	0	1	4	4	3
ENSG00000270962.1	0	0	0	0	0	0
ENSG00000263590.2	0	0	0	0	0	0
ENSG00000252105.1	0	0	0	0	0	0
ENSG00000233430.3	0	0	0	0	0	0
ENSG00000237503.2	0	0	0	0	0	0
ENSG00000265531.3	0	0	0	0	0	0
ENSG00000240929.2	0	0	0	0	0	0
ENSG00000234571.1	1	0	1	0	0	0
ENSG00000273213.2	0	0	0	0	0	0
ENSG00000230186.3	0	0	0	0	0	0
ENSG00000203818.7	0	0	0	0	0	0
ENSG00000268074.1	0	0	0	1	0	0
ENSG00000263513.5	75	85	97	79	81	77
ENSG00000270872.2	33	28	33	47	38	32
ENSG00000276674.1	0	0	0	0	0	0
ENSG00000275075.1	0	0	0	0	0	0
ENSG00000275767.1	0	0	0	0	0	0
ENSG00000232527.7	50	50	40	50	73	81
ENSG00000276442.1	0	0	0	0	0	0
ENSG00000175658.4	0	0	0	0	0	0
ENSG00000276756.4	0	0	0	0	0	0
ENSG00000271567.1	0	0	0	0	0	0
ENSG00000271439.1	0	0	0	0	0	0
ENSG00000207205.1	6	2	5	2	9	5
ENSG00000237343.1	5	4	2	1	1	1
ENSG00000233586.1	1	0	1	1	3	2
ENSG00000266338.6	1480	1483	1593	1685	1863	1349
ENSG00000227212.3	1	0	2	1	5	1
ENSG00000229002.1	0	0	0	0	0	0
ENSG00000275291.1	0	0	0	0	0	0
ENSG00000278099.1	0	0	0	0	0	0
ENSG00000277918.1	0	0	0	0	0	0
ENSG00000279782.1	0	0	0	0	0	0
ENSG00000277199.1	0	0	0	0	0	0
ENSG00000224363.2	0	0	0	0	0	0
ENSG00000278273.1	0	0	0	0	0	0
ENSG00000222854.1	0	0	0	0	0	0
ENSG00000273825.1	0	0	0	0	0	0
ENSG00000196369.11	197	183	216	240	242	196
ENSG00000271644.1	1	0	0	0	0	0
ENSG00000215784.5	95	113	109	131	134	97
ENSG00000283752.1	0	0	0	0	0	0
ENSG00000272419.6	9	3	1	6	2	3
ENSG00000277678.1	0	0	0	0	0	0
ENSG00000281571.2	2	0	3	1	0	0
ENSG00000223612.3	217	163	213	244	210	248
ENSG00000256374.2	0	0	0	0	0	0
ENSG00000271291.1	0	0	0	0	0	0
ENSG00000207501.1	0	0	0	0	0	0
ENSG00000276216.1	2	0	0	1	1	0
ENSG00000236140.1	2	4	0	3	7	0
ENSG00000162825.16	120	131	129	142	124	108
ENSG00000234367.1	0	0	1	0	0	1
ENSG00000270384.1	0	0	0	0	0	0
ENSG00000270722.1	3	2	3	1	14	3
ENSG00000278182.1	0	0	0	1	0	0
ENSG00000275064.1	5	1	0	3	5	2
ENSG00000272150.5	89	78	73	84	122	85
ENSG00000117262.18	247	262	293	257	336	283
ENSG00000174827.13	51	71	53	63	54	59
ENSG00000117281.15	1	1	0	1	2	2
ENSG00000265491.4	3164	3239	3249	3341	3241	3048
ENSG00000186141.8	1752	1915	1905	1906	1852	1857
ENSG00000186364.11	268	222	262	284	273	227
ENSG00000131788.15	1969	1627	1952	2149	2217	1503
ENSG00000278549.1	1	1	1	2	0	1
ENSG00000198483.12	2	0	0	1	0	1
ENSG00000143127.12	179	92	117	190	123	116
ENSG00000244619.2	2	1	1	0	2	0
ENSG00000131779.10	750	649	761	776	784	647
ENSG00000265241.6	7831	8381	9195	8396	9223	8320
ENSG00000211451.12	28	20	39	37	49	27
ENSG00000234222.6	30	14	28	15	62	12
ENSG00000280778.1	0	0	0	0	0	0
ENSG00000271601.3	1546	1367	1636	1815	1892	1389
ENSG00000272031.2	96	38	55	66	57	33
ENSG00000278431.1	5	1	4	4	3	2
ENSG00000121851.12	309	203	265	287	319	239
ENSG00000265972.5	12	4	10	3	17	9
ENSG00000168509.19	0	0	0	0	0	0
ENSG00000201558.1	0	1	2	2	1	2
ENSG00000233396.7	87	100	97	88	84	98
ENSG00000271425.7	56	55	60	55	53	56
ENSG00000213240.8	0	0	0	0	0	0
ENSG00000264343.5	8	6	15	8	7	6
ENSG00000276509.1	0	0	0	0	0	0
ENSG00000201789.1	0	0	0	0	0	0
ENSG00000271121.2	0	0	0	0	0	0
ENSG00000277406.2	4	4	5	2	2	3
ENSG00000270339.3	0	0	0	0	2	1
ENSG00000273768.1	0	0	0	1	0	3
ENSG00000274428.1	4	3	3	1	2	4
ENSG00000277655.1	0	0	0	0	0	0
ENSG00000276975.3	4	7	5	8	5	5
ENSG00000274408.1	0	0	0	0	0	0
ENSG00000274450.1	0	0	0	0	0	0
ENSG00000268043.7	630	578	590	692	772	551
ENSG00000244371.2	0	0	0	0	0	0
ENSG00000234225.2	0	0	0	0	0	0
ENSG00000227242.4	0	1	0	1	0	0
ENSG00000225603.3	1	0	0	0	1	0
ENSG00000201142.1	0	0	0	0	0	0
ENSG00000230832.3	7	4	7	5	7	5
ENSG00000283342.1	0	1	1	0	2	0
ENSG00000131791.7	2041	2037	2060	2205	2467	1845
ENSG00000180867.11	346	264	292	334	385	241
ENSG00000237188.4	0	0	1	0	1	0
ENSG00000131781.12	37	14	38	33	31	31
ENSG00000226015.2	34	22	24	30	32	21
ENSG00000236806.1	0	0	1	1	0	0
ENSG00000131778.18	3953	3774	3969	4090	4359	3622
ENSG00000278811.4	1	0	3	1	0	0
ENSG00000213226.4	11	1	1	2	3	1
ENSG00000226653.3	0	0	0	0	0	0
ENSG00000207209.1	0	0	0	0	0	0
ENSG00000272443.1	0	0	0	0	0	0
ENSG00000272480.1	0	0	0	0	0	0
ENSG00000116128.10	824	713	877	910	1018	685
ENSG00000162836.11	1364	995	1052	1315	1293	911
ENSG00000277762.1	0	0	0	0	0	0
ENSG00000227139.1	0	0	0	0	0	0
ENSG00000265107.2	0	0	0	0	0	0
ENSG00000274415.1	0	0	0	0	0	0
ENSG00000234190.1	0	0	0	0	0	0
ENSG00000223728.3	0	0	0	0	0	0
ENSG00000121634.5	0	0	0	0	0	0
ENSG00000188092.14	95	120	119	134	123	100
ENSG00000215859.9	1	0	1	1	0	0
ENSG00000273059.1	0	0	1	2	1	2
ENSG00000206791.1	0	0	0	0	0	0
ENSG00000274372.4	6	9	2	6	6	5
ENSG00000206585.1	0	0	0	0	1	1
ENSG00000229828.2	0	0	0	0	0	0
ENSG00000263956.6	466	368	440	465	488	387
ENSG00000225080.1	0	0	0	0	0	0
ENSG00000198658.4	4	1	0	4	1	0
ENSG00000227733.9	6	8	8	7	6	3
ENSG00000232265.7	0	0	0	1	0	0
ENSG00000238765.1	0	0	0	0	0	0
ENSG00000224335.2	0	0	0	0	0	0
ENSG00000227700.1	0	0	0	0	0	0
ENSG00000199879.1	0	1	0	2	1	0
ENSG00000234283.1	3	4	1	5	3	1
ENSG00000228626.1	0	0	0	0	0	0
ENSG00000274020.2	51	57	58	62	56	51
ENSG00000238107.1	0	0	0	0	0	1
ENSG00000224481.2	0	2	1	0	0	1
ENSG00000235988.1	0	0	0	0	0	0
ENSG00000252744.1	0	0	0	0	0	0
ENSG00000283676.1	0	1	1	0	0	0
ENSG00000202408.2	0	0	0	0	0	0
ENSG00000272824.1	0	0	1	2	0	0
ENSG00000207340.1	1	0	0	1	0	1
ENSG00000252135.1	0	0	1	0	0	0
ENSG00000278596.1	0	0	0	0	0	0
ENSG00000238825.1	0	0	0	0	0	0
ENSG00000231551.8	20	21	23	16	23	24
ENSG00000201183.1	1	2	1	3	1	1
ENSG00000225871.2	2	3	1	1	3	0
ENSG00000285062.1	0	0	0	0	0	0
ENSG00000280649.2	14	10	18	10	15	18
ENSG00000236334.2	0	0	0	0	0	0
ENSG00000274210.1	5	2	1	4	2	3
ENSG00000270629.5	239	240	223	258	256	211
ENSG00000252515.2	0	0	0	0	0	0
ENSG00000177144.7	0	0	0	0	0	0
ENSG00000275140.1	0	0	0	0	0	0
ENSG00000271546.1	0	0	0	0	0	0
ENSG00000178104.19	598	526	647	640	576	528
ENSG00000252656.1	0	0	0	0	0	0
ENSG00000222788.1	0	0	0	0	0	0
ENSG00000254913.1	0	0	0	0	0	0
ENSG00000255148.2	0	0	0	0	0	0
ENSG00000254539.1	0	0	0	0	0	0
ENSG00000269713.7	1470	1439	1625	1629	1766	1509
ENSG00000274019.1	1	0	1	1	2	0
ENSG00000201699.1	0	0	0	0	0	0
ENSG00000274265.4	54	55	63	58	55	67
ENSG00000215861.5	2	0	0	0	1	2
ENSG00000272755.1	0	1	0	0	0	1
ENSG00000273591.1	0	0	0	0	0	0
ENSG00000274423.1	0	0	0	0	1	0
ENSG00000271383.6	237	234	236	256	304	230
ENSG00000263464.2	0	0	0	0	0	0
ENSG00000277147.5	33	33	45	55	53	42
ENSG00000284964.1	0	0	0	0	0	0
ENSG00000275557.1	0	0	0	0	0	0
ENSG00000206828.1	8	3	6	12	9	8
ENSG00000284842.1	0	0	0	0	0	0
ENSG00000234232.7	0	0	0	0	0	0
ENSG00000275229.1	0	0	0	0	0	0
ENSG00000226500.2	0	0	0	0	0	0
ENSG00000150337.13	0	0	0	0	0	0
ENSG00000203814.6	130	56	65	67	85	73
ENSG00000233030.2	12	10	9	16	12	13
ENSG00000183598.3	8	5	6	11	6	8
ENSG00000270882.2	18	14	8	21	14	15
ENSG00000203811.1	0	0	0	0	0	0
ENSG00000203812.2	0	0	0	0	0	0
ENSG00000220323.4	410	381	329	368	389	312
ENSG00000261716.2	540	436	439	526	541	479
ENSG00000272196.2	0	0	0	0	0	0
ENSG00000203852.3	0	0	0	0	0	0
ENSG00000270276.2	0	0	0	0	0	0
ENSG00000264207.1	0	0	0	0	0	0
ENSG00000184678.10	348	265	293	282	331	225
ENSG00000184260.5	43	54	71	56	63	72
ENSG00000184270.4	3	5	1	5	5	0
ENSG00000178096.8	700	691	795	839	799	665
ENSG00000159164.9	17	18	40	33	17	21
ENSG00000143368.9	6598	6964	7296	7294	7536	6663
ENSG00000014914.20	1487	1131	1616	1793	1662	1069
ENSG00000264522.5	2829	2533	2989	3142	3113	2610
ENSG00000285184.2	314	197	317	366	347	218
ENSG00000223945.2	1	0	0	0	0	0
ENSG00000136631.14	1978	1914	2059	2053	2092	1827
ENSG00000023902.13	342	306	345	384	442	294
ENSG00000285554.1	6	3	7	4	1	4
ENSG00000266187.2	0	0	0	0	0	0
ENSG00000143401.14	8961	8685	11790	11241	12061	9847
ENSG00000222222.1	1	1	1	0	2	1
ENSG00000276110.1	1	1	0	0	0	3
ENSG00000118298.11	0	1	0	3	1	1
ENSG00000117362.12	6764	6254	7518	7567	7430	6276
ENSG00000118292.8	10	13	4	8	18	4
ENSG00000159208.15	19	19	21	23	31	23
ENSG00000266472.5	5165	5132	5779	5687	5900	4943
ENSG00000117360.12	4160	4631	4743	4649	4486	4257
ENSG00000163125.15	2491	2343	2742	2906	2829	2282
ENSG00000143374.16	1720	1719	1851	1848	1998	1588
ENSG00000283933.1	0	0	0	0	0	0
ENSG00000143369.14	94	67	106	109	78	83
ENSG00000228126.1	21	11	13	24	17	5
ENSG00000237781.3	14	15	6	9	18	13
ENSG00000143382.14	190	184	300	266	294	194
ENSG00000264553.1	0	0	1	0	0	0
ENSG00000203804.4	4	6	11	5	8	5
ENSG00000277452.1	1	1	1	0	0	0
ENSG00000274963.1	0	0	1	0	0	0
ENSG00000143384.12	10733	11524	14732	12637	16108	13416
ENSG00000253047.1	1	0	1	3	2	2
ENSG00000143420.18	7471	7384	8080	8750	8331	7511
ENSG00000276103.1	0	1	1	2	1	1
ENSG00000143457.10	1731	1519	1918	1990	1902	1390
ENSG00000143452.15	649	584	593	600	772	511
ENSG00000206931.1	0	0	0	0	0	0
ENSG00000163131.10	601	761	615	633	584	720
ENSG00000236713.1	0	0	0	0	0	0
ENSG00000143387.12	177	175	204	173	205	111
ENSG00000224690.2	0	0	0	0	0	0
ENSG00000143437.20	2779	2337	2803	2888	3147	2259
ENSG00000200175.1	0	0	0	0	0	0
ENSG00000224800.1	5	2	2	1	3	0
ENSG00000283324.1	1	1	3	0	5	3
ENSG00000229357.1	0	0	0	0	0	0
ENSG00000143379.12	2477	2334	2605	2588	2862	2227
ENSG00000143418.19	13700	13096	14142	15635	13957	12926
ENSG00000259357.2	50	18	34	52	71	41
ENSG00000231073.1	1	4	4	5	4	0
ENSG00000143412.9	131	115	174	147	145	104
ENSG00000143409.15	430	370	412	449	473	382
ENSG00000143363.16	957	896	1080	1096	1078	803
ENSG00000200759.1	0	0	0	0	0	0
ENSG00000163141.19	42	10	25	26	23	20
ENSG00000143443.9	521	401	491	502	465	416
ENSG00000197622.12	5423	5732	5841	6586	5772	5619
ENSG00000213190.3	4052	4078	4572	4845	4048	3805
ENSG00000143458.11	698	863	756	695	931	796
ENSG00000233717.1	0	0	0	0	0	0
ENSG00000261168.1	11	2	0	4	7	1
ENSG00000143434.15	307	214	262	237	338	173
ENSG00000163154.5	0	0	0	0	1	0
ENSG00000163156.11	930	1034	1023	1074	1119	898
ENSG00000163155.11	614	595	722	656	664	576
ENSG00000163157.14	0	0	0	0	0	0
ENSG00000163159.12	2034	2097	2095	2212	2164	1952
ENSG00000143398.19	5698	6040	5862	6354	5922	5865
ENSG00000159352.15	9228	9707	11042	10049	10279	9588
ENSG00000232671.5	87	86	77	78	67	56
ENSG00000143373.17	2530	2025	2405	2763	2747	2023
ENSG00000143393.16	2939	2936	3003	3155	2957	2766
ENSG00000265753.2	1	2	0	2	1	1
ENSG00000273481.1	0	0	0	0	0	0
ENSG00000143390.17	5149	4683	4781	5485	5385	4568
ENSG00000224645.1	1	0	2	1	4	2
ENSG00000237976.1	47	36	28	53	43	44
ENSG00000143416.20	788	538	932	883	992	575
ENSG00000159377.10	10670	11068	11622	12267	11365	10286
ENSG00000143442.21	4120	3777	4071	4306	4630	3417
ENSG00000238711.1	0	0	0	0	0	0
ENSG00000143375.14	464	473	445	530	453	475
ENSG00000252840.1	0	0	0	0	0	0
ENSG00000143367.15	3074	3655	2555	2697	2904	3412
ENSG00000232536.1	2	9	4	4	3	3
ENSG00000207606.1	0	0	0	0	0	1
ENSG00000223861.1	4	4	3	2	5	3
ENSG00000143376.13	2865	2560	2862	3376	2906	2612
ENSG00000250734.2	5	4	1	3	5	6
ENSG00000206635.1	0	0	1	0	1	0
ENSG00000227045.1	3	2	2	4	5	3
ENSG00000159409.14	0	1	2	1	1	0
ENSG00000178796.12	2	0	0	3	4	1
ENSG00000206980.1	0	0	0	0	1	0
ENSG00000269621.1	1	0	1	1	3	2
ENSG00000236940.1	0	0	0	0	0	0
ENSG00000143436.10	2230	2233	2439	2458	2452	2143
ENSG00000143450.16	68	64	66	64	69	51
ENSG00000249602.1	32	20	30	20	12	23
ENSG00000232937.1	0	0	0	0	0	0
ENSG00000268288.1	6	4	5	6	5	6
ENSG00000182134.15	834	797	943	956	821	650
ENSG00000203288.3	40	34	50	41	37	31
ENSG00000269489.1	0	0	0	3	1	0
ENSG00000213171.2	0	0	0	0	0	0
ENSG00000143365.17	2	0	4	7	9	3
ENSG00000225556.1	0	0	0	0	0	0
ENSG00000201134.1	0	0	0	0	0	0
ENSG00000234614.1	1	1	1	2	2	1
ENSG00000196407.11	0	0	0	0	0	0
ENSG00000159445.12	1296	1445	1460	1404	1481	1253
ENSG00000285651.1	0	0	0	1	0	0
ENSG00000223810.2	1	0	0	0	0	0
ENSG00000197747.8	43978	38657	42949	43063	44697	36729
ENSG00000229021.2	47	31	28	42	35	38
ENSG00000240667.1	0	0	0	0	0	0
ENSG00000163191.5	23865	24295	26312	27512	24422	22556
ENSG00000232678.2	5	0	0	1	5	0
ENSG00000285818.1	0	0	0	0	0	0
ENSG00000182898.3	0	0	0	0	0	0
ENSG00000159450.12	28	17	26	24	36	17
ENSG00000226716.1	0	0	0	0	1	0
ENSG00000233792.3	0	0	0	0	0	0
ENSG00000215853.3	1	1	0	0	0	1
ENSG00000237975.6	156	159	137	184	189	150
ENSG00000236427.1	2	3	0	6	2	4
ENSG00000197915.5	0	0	0	0	0	0
ENSG00000143631.10	4	9	5	3	3	3
ENSG00000143520.6	0	0	0	0	0	0
ENSG00000183586.8	2	0	0	0	1	0
ENSG00000143536.7	0	1	0	0	0	0
ENSG00000186207.4	0	0	0	3	2	0
ENSG00000169509.5	1	2	4	6	6	12
ENSG00000185966.3	0	1	2	0	0	1
ENSG00000163202.4	2	4	8	4	6	11
ENSG00000244057.4	0	0	0	0	0	0
ENSG00000187238.5	0	0	0	0	0	0
ENSG00000185962.1	0	0	1	1	0	0
ENSG00000226947.1	0	0	0	0	0	0
ENSG00000285753.1	0	0	0	0	0	0
ENSG00000187223.3	0	0	0	0	0	0
ENSG00000187180.3	0	0	0	0	0	0
ENSG00000159455.8	0	0	0	0	0	0
ENSG00000187173.3	0	0	0	0	0	0
ENSG00000187170.4	0	0	0	0	0	0
ENSG00000198854.5	0	0	0	0	0	0
ENSG00000229713.1	0	0	0	0	0	0
ENSG00000233819.1	0	0	0	0	0	0
ENSG00000203786.6	0	0	0	0	0	0
ENSG00000240386.3	0	1	0	0	0	0
ENSG00000186226.8	1	2	0	1	4	3
ENSG00000172155.9	0	0	0	0	0	0
ENSG00000197084.5	0	1	0	0	1	1
ENSG00000196734.8	1	0	0	0	0	0
ENSG00000186844.5	0	0	0	0	0	0
ENSG00000235942.2	0	0	0	0	0	0
ENSG00000285946.1	0	0	0	0	0	0
ENSG00000163206.5	0	0	0	0	0	0
ENSG00000163207.6	0	1	4	0	4	1
ENSG00000224308.1	0	0	0	0	0	0
ENSG00000283227.1	0	0	0	0	0	0
ENSG00000184148.3	0	0	0	0	0	0
ENSG00000169474.4	0	0	0	0	0	0
ENSG00000163209.14	0	0	0	0	0	0
ENSG00000252920.1	0	0	0	0	0	0
ENSG00000234262.1	0	0	0	0	0	0
ENSG00000169469.8	0	0	0	0	0	0
ENSG00000163216.6	0	0	0	0	0	0
ENSG00000241794.1	0	0	0	0	0	0
ENSG00000196805.7	0	0	0	0	0	0
ENSG00000203785.8	0	0	0	0	0	0
ENSG00000244094.1	0	0	0	0	0	0
ENSG00000229035.2	0	0	0	0	0	0
ENSG00000159516.8	0	0	0	0	0	0
ENSG00000229699.1	0	0	0	0	0	0
ENSG00000203784.2	0	0	0	0	0	0
ENSG00000203783.4	0	0	0	0	0	0
ENSG00000230779.1	0	1	0	1	0	0
ENSG00000203782.5	0	0	0	0	0	0
ENSG00000159527.3	0	0	0	0	0	0
ENSG00000163218.14	0	0	0	0	0	0
ENSG00000207321.1	0	0	0	0	0	0
ENSG00000163220.10	70	26	72	53	74	32
ENSG00000163221.8	1	1	0	1	0	0
ENSG00000237008.2	2	1	0	0	2	1
ENSG00000143546.9	0	1	2	0	6	0
ENSG00000224784.2	0	0	0	0	0	0
ENSG00000184330.11	0	0	0	0	0	0
ENSG00000203781.4	0	0	0	0	0	0
ENSG00000197364.7	0	0	0	0	0	0
ENSG00000143556.8	2	0	1	2	2	2
ENSG00000263841.2	0	0	0	0	0	1
ENSG00000238279.1	11	6	10	4	5	9
ENSG00000197956.9	65124	47804	55786	59824	55370	51442
ENSG00000196420.7	16	10	8	13	11	13
ENSG00000196154.11	49832	33051	37959	43382	33824	33511
ENSG00000188015.9	2094	1645	1637	1936	1670	1560
ENSG00000196754.10	544	414	462	488	459	411
ENSG00000285867.1	38	40	28	39	37	36
ENSG00000188643.10	10048	9049	9935	11477	9677	9466
ENSG00000189334.8	12	9	5	8	10	9
ENSG00000189171.14	353	240	290	324	336	287
ENSG00000271853.5	0	1	0	0	0	0
ENSG00000160678.11	17	13	17	19	16	12
ENSG00000272030.1	59	47	68	67	74	53
ENSG00000160679.12	6669	5978	6539	6648	7558	5831
ENSG00000143553.10	1651	1529	1599	1885	1724	1478
ENSG00000143621.16	14424	15244	15751	16168	15459	14138
ENSG00000169418.9	282	177	284	357	229	189
ENSG00000274940.1	0	0	1	0	0	0
ENSG00000242565.3	0	0	0	0	0	0
ENSG00000235015.1	0	0	0	0	0	0
ENSG00000199565.1	0	0	0	0	0	0
ENSG00000143624.13	2058	1897	2107	2141	2045	1871
ENSG00000243613.1	0	1	0	2	2	0
ENSG00000233222.2	6	0	6	3	13	6
ENSG00000143554.13	38	21	35	33	33	20
ENSG00000207039.1	0	0	0	0	0	0
ENSG00000143614.9	362	280	348	319	416	228
ENSG00000231827.3	0	0	0	0	0	0
ENSG00000223599.1	0	0	0	0	0	0
ENSG00000236327.2	0	0	0	0	0	0
ENSG00000284738.1	25	30	30	25	26	24
ENSG00000198837.9	4377	4000	4558	5032	4634	3936
ENSG00000160741.16	1809	1633	1736	1995	1892	1558
ENSG00000143570.17	86	70	73	71	88	73
ENSG00000285779.1	0	0	0	0	0	0
ENSG00000276584.1	0	1	2	1	1	1
ENSG00000282386.1	48	39	48	69	69	35
ENSG00000273026.1	9	13	17	14	15	7
ENSG00000143578.15	561	369	563	558	626	414
ENSG00000143543.14	310	279	331	289	298	248
ENSG00000285641.1	13	12	14	18	10	8
ENSG00000272654.1	57	35	47	54	51	37
ENSG00000143545.8	1152	920	1162	1213	1205	969
ENSG00000177954.12	37126	37384	38735	37553	44620	36326
ENSG00000143552.9	2	0	1	0	1	0
ENSG00000231416.1	6	2	3	4	9	3
ENSG00000200220.1	0	0	0	0	0	0
ENSG00000231837.2	0	0	0	0	0	0
ENSG00000263987.1	0	0	0	0	0	0
ENSG00000143549.19	23859	26486	28540	27547	26705	25784
ENSG00000264384.2	3	3	3	1	4	1
ENSG00000215938.3	1	0	1	0	0	0
ENSG00000163263.6	3	4	2	2	3	2
ENSG00000143612.20	8716	9233	9377	9830	9185	8601
ENSG00000143569.18	10702	11505	12959	12854	11537	10997
ENSG00000201129.1	0	0	0	0	0	0
ENSG00000143575.14	2869	3156	3193	3236	3027	2850
ENSG00000252682.1	0	0	0	0	0	0
ENSG00000212292.1	0	0	0	0	0	0
ENSG00000222457.1	0	0	0	0	0	0
ENSG00000278694.1	0	0	0	0	0	0
ENSG00000143595.12	2	0	1	0	0	0
ENSG00000143515.16	3527	2940	3925	4200	3452	3039
ENSG00000238365.3	3	3	3	4	3	2
ENSG00000237920.2	0	0	0	0	0	0
ENSG00000226855.1	62	24	19	20	66	15
ENSG00000228013.1	1	2	3	0	4	1
ENSG00000160712.12	377	399	443	441	471	393
ENSG00000228264.1	0	0	1	2	3	0
ENSG00000169291.9	2	3	9	2	7	4
ENSG00000273110.1	1	0	0	0	0	1
ENSG00000163239.12	0	0	0	0	1	0
ENSG00000160714.9	4053	3932	4393	4555	4063	3774
ENSG00000229780.1	2	1	4	1	6	2
ENSG00000160716.5	43	49	57	43	49	42
ENSG00000233875.1	0	0	0	2	2	1
ENSG00000160710.16	17496	18125	17893	18568	19438	16688
ENSG00000143603.18	4	4	9	3	7	6
ENSG00000163344.5	2541	2382	2731	2528	2815	2422
ENSG00000270361.1	1	2	2	2	3	2
ENSG00000163346.16	2231	1332	2202	2305	2392	1531
ENSG00000268154.2	0	1	1	0	0	2
ENSG00000163348.3	2267	1915	2275	2460	2495	1962
ENSG00000271380.1	58	44	57	64	46	34
ENSG00000160691.18	11603	11322	13217	12553	14868	12355
ENSG00000173207.12	5427	5716	6314	6130	6280	5545
ENSG00000264349.1	41	36	60	42	53	44
ENSG00000160688.18	2315	2174	2386	2369	2483	2152
ENSG00000163352.5	0	1	2	0	1	1
ENSG00000160685.13	3315	2913	3460	3716	3672	3186
ENSG00000163354.14	54	39	43	37	55	26
ENSG00000163357.10	2	1	3	2	2	3
ENSG00000232093.1	70	65	88	71	96	55
ENSG00000143537.13	2616	2695	2766	2733	3190	2832
ENSG00000243364.7	189	189	261	257	194	210
ENSG00000251246.1	0	0	0	0	0	0
ENSG00000143590.13	79	28	64	63	65	48
ENSG00000202027.1	0	0	0	0	0	0
ENSG00000169242.11	1245	913	1081	1348	1168	828
ENSG00000169241.18	1359	1265	1425	1430	1575	1180
ENSG00000179085.7	822	642	868	847	886	727
ENSG00000223452.3	0	0	0	2	1	0
ENSG00000163463.11	637	502	598	643	631	488
ENSG00000273088.1	0	0	0	0	0	0
ENSG00000163462.17	364	230	351	402	375	257
ENSG00000185499.16	407	199	331	343	336	201
ENSG00000231064.7	127	114	154	146	151	100
ENSG00000284586.1	0	0	0	0	0	0
ENSG00000169231.13	1525	956	1361	1380	1686	946
ENSG00000173171.14	1615	1652	1699	1880	1747	1466
ENSG00000236263.1	13	13	9	12	14	19
ENSG00000160766.14	116	118	111	132	114	98
ENSG00000236675.1	0	0	0	2	1	0
ENSG00000177628.15	1260	1031	1178	1278	1109	954
ENSG00000160767.20	530	385	616	627	551	479
ENSG00000116521.10	1655	1607	1711	1833	1610	1481
ENSG00000176444.18	913	906	1150	1008	1162	801
ENSG00000143630.9	104	80	136	137	135	89
ENSG00000143627.19	0	0	1	0	0	0
ENSG00000160752.14	7824	6763	9006	9401	8230	5890
ENSG00000225855.6	136	111	125	139	178	102
ENSG00000160753.15	2089	1906	2177	2436	2410	1963
ENSG00000116539.12	3584	4182	3812	4157	4445	3758
ENSG00000283701.1	0	0	1	0	0	0
ENSG00000207134.1	1	0	0	0	0	0
ENSG00000227773.1	0	0	0	0	1	0
ENSG00000207144.1	0	0	0	0	0	0
ENSG00000237872.4	0	0	0	0	1	0
ENSG00000235919.4	101	104	113	102	105	97
ENSG00000271267.1	0	0	0	0	0	0
